,revision,performance,cpu,benchmark-energy,fixed-energy,benchmark-power,fixed-power
3784,2.2.3,91956.2,23.420776,3111.2,6020.064412,33.74997,24.965034
3785,2.2.3,90419.2,23.344594,3110.8,6035.500293,34.301085,25.269191
3786,2.2.3,99049.0,24.89673,3369.8,6158.542677,34.083302,25.646708
3787,2.2.3,91551.6,23.226546,3114.6,5977.396634,33.958195,24.96754
3788,2.2.3,89715.2,23.012357,3027.4,6031.848651,33.672578,25.003441
3789,2.2.3,99930.6,25.192615,3504.6,6286.531454,34.796067,26.093153
3790,2.2.3,92362.4,23.806377,3163,6088.165956,34.149168,25.293622
3791,2.2.3,90237.4,23.617933,3117.6,6035.209195,34.230733,24.935794
3792,2.2.3,98967.4,24.721284,3371,6094.077036,34.030233,25.528304
3793,2.2.3,91610.6,23.34091,3117,6033.493034,33.962594,25.1217
3794,2.2.3,90357.8,23.300488,3106.4,6117.743842,34.243826,25.327598
3795,2.2.3,99273.6,24.831299,3417.6,6164.018919,34.332792,25.689887
3796,2.2.3,92008.8,23.444904,3106.8,5995.613033,33.619255,25.091203
3797,2.2.3,89600.2,23.182098,3022,5954.749542,33.78473,24.939944
3798,2.2.3,108349.6,26.983441,3799.8,6397.057484,35.146475,26.780386
3799,2.2.3,100518.2,25.486953,3509.6,6218.667275,34.790485,25.849561
3800,2.2.3,95243.4,24.721768,3306.2,6141.449132,34.689548,25.463034
3801,2.2.3,98691.4,24.899206,3377,6120.494875,34.125298,25.550557
3802,2.2.3,92740.0,23.736107,3240,6199.154449,34.642679,25.702293
3803,2.2.3,90331.2,23.510347,3102,6044.757983,34.221592,25.227711
3804,2.2.3,99198.8,24.695029,3391.4,6175.632004,34.101557,25.697769
3805,2.2.3,91879.0,23.449004,3110.4,6002.128405,33.683371,24.881877
3806,2.2.3,90053.8,23.156496,3077.6,6120.114341,34.114675,25.408877
3807,2.2.3,99377.4,24.670772,3418,6189.591805,34.461668,25.911398
3808,2.2.3,91308.8,23.406158,3088.4,6007.640754,33.7554,25.028692
3809,2.2.3,89582.0,22.919552,3037.8,5960.598742,33.766081,24.791927
3810,2.2.3,99278.4,24.980288,3383.2,6101.440557,34.199092,25.613352
3811,2.2.3,91976.6,23.457853,3170.8,6144.417962,34.454731,25.573814
3812,2.2.3,89931.8,23.299655,3058.2,5967.809613,33.964127,24.851614
3813,2.2.3,98879.8,24.882676,3372.4,6132.951254,34.09443,25.592383
3814,2.2.3,91271.6,23.439111,3148,6043.586308,34.348168,25.231035
3815,2.2.3,89928.2,23.244692,3090.6,6067.869267,34.330141,25.3404
3816,2.2.3,54362.2,5.292566,1717.8,5341.496542,31.261775,22.241035
3817,2.2.3,54605.8,5.12675,1701.4,5294.925012,30.936549,22.090651
3818,2.2.3,54722.8,5.186963,1724,5365.698683,31.239697,22.222733
3819,2.2.3,54732.4,5.255799,1769.2,5470.888305,32.046288,22.76159
3820,2.2.3,54454.4,5.158211,1718,5354.142486,31.077913,22.183155
3821,2.2.3,54664.4,5.11073,1712.6,5345.821525,31.163815,22.121517
3822,2.2.3,75400.0,17.809074,2483.6,5660.735918,32.946715,23.746866
3823,2.2.3,73946.8,16.497299,2434.4,5761.984972,32.868093,23.983997
3824,2.2.3,73439.4,16.493813,2386.8,5644.981128,32.484783,23.46587
3825,2.2.3,74430.4,17.512954,2458,5670.606264,32.85701,23.747386
3826,2.2.3,74674.4,17.382538,2459.2,5668.494351,32.83705,23.622511
3827,2.2.3,73581.6,16.455553,2465.4,5673.852576,33.222587,23.808744
3828,2.2.3,73404.6,16.484375,2390.2,5634.786225,32.55558,23.510523
3829,2.2.3,73036.8,16.344109,2374.6,5601.288826,32.466576,23.525572
3830,2.2.3,73191.4,16.299967,2415.8,5680.878628,32.773506,23.509164
3831,2.2.3,74696.8,17.310372,2488.2,5784.69924,33.254762,24.09936
3832,2.2.3,73650.0,16.657211,2407.8,5679.904848,32.534873,23.619128
3833,2.2.3,73174.8,16.372367,2388.4,5699.871517,32.599247,23.676319
3834,2.2.3,74308.4,17.51362,2448.8,5682.031753,33.006978,23.78738
3835,2.2.3,74779.6,17.496873,2457,5714.298187,32.882105,23.823693
3836,2.2.3,73369.2,16.200985,2451.8,5713.021755,33.349907,24.016251
3837,2.2.3,73170.0,16.342742,2395.2,5657.660378,32.630219,23.56748
3838,2.2.3,73274.8,16.481756,2408.6,5662.383273,32.719085,23.554611
3839,2.2.3,73429.0,16.32849,2420.6,5647.385621,32.783549,23.55433
3840,2.2.3,79058.0,18.247785,2718.2,5900.29488,34.263026,24.571146
3841,2.2.3,70372.2,15.632286,2327,5638.87908,32.858619,23.406422
3842,2.2.3,68055.0,14.497515,2264,5631.750097,33.113712,23.405392
3843,2.2.3,78760.4,18.385946,2643,5811.197854,33.37641,24.213824
3844,2.2.3,70331.8,15.425982,2400.6,5737.999067,33.788377,23.872481
3845,2.2.3,67928.8,14.481086,2225.2,5595.356414,32.644381,23.261794
3846,2.2.3,78789.2,18.272629,2681.6,5800.153246,33.774347,24.341391
3847,2.2.3,70141.2,15.520617,2348.2,5660.494105,33.12745,23.439741
3848,2.2.3,67973.8,14.345543,2296,5697.769921,33.653106,23.708333
3849,2.2.3,78741.4,18.408539,2626.6,5781.378403,33.312303,24.102884
3850,2.2.3,70153.4,15.626315,2323.4,5668.110773,33.052767,23.526595
3851,2.2.3,67715.6,14.346576,2242.8,5602.814486,32.992877,23.295067
3852,2.2.3,79060.8,18.356657,2737.8,5942.116526,34.36696,24.764753
3853,2.2.3,70369.6,15.366385,2372.2,5661.454533,33.282863,23.408611
3854,2.2.3,67897.0,14.250932,2260,5624.591482,32.79326,23.238877
3855,2.2.3,78890.2,18.396365,2655,5820.446556,33.672884,24.189029
3856,2.2.3,70513.6,15.517809,2380.6,5770.571289,33.60964,23.86568
3857,2.2.3,67890.0,14.251562,2218.2,5611.203641,32.579579,23.210768
3858,2.2.3,101287.0,25.76147,3489,6181.895824,34.497495,25.851407
3859,2.2.3,93997.4,24.324893,3247.2,6084.739876,34.432901,25.239261
3860,2.2.3,93207.6,23.948267,3230.6,6193.033542,34.555209,25.732832
3861,2.2.3,100326.2,25.152344,3441.6,6167.311592,34.225187,25.687618
3862,2.2.3,91808.2,23.640111,3128,6009.975475,34.005448,25.123205
3863,2.2.3,89643.6,23.081128,3077.4,6054.181228,34.233978,25.119984
3864,2.2.3,101323.6,25.388396,3518.6,6261.906173,34.607362,26.08913
3865,2.2.3,92520.4,23.621536,3151.8,6010.433317,33.986562,24.968379
3866,2.2.3,89641.0,23.30023,3056.6,5998.198553,33.983839,24.901851
3867,2.2.3,110248.6,27.47077,3848,6387.708058,34.908559,26.593599
3868,2.2.3,103165.0,26.075662,3562.8,6290.692066,34.632854,26.136987
3869,2.2.3,98631.0,25.310949,3464.6,6248.568833,35.20068,26.091833
3870,2.2.3,102642.6,26.052835,3561.8,6220.723579,34.502243,25.968184
3871,2.2.3,94636.6,24.317852,3265.6,6113.443543,34.406872,25.490378
3872,2.2.3,92476.0,24.032858,3184,6084.445375,34.229172,25.205036
3873,2.2.3,100809.6,25.24483,3471.8,6282.728514,34.579743,26.239756
3874,2.2.3,91532.4,23.431538,3147.8,6029.714243,34.171932,25.282691
3875,2.2.3,89724.4,22.958149,3089.4,6091.782654,34.352018,25.290873
3876,2.2.3,101135.6,25.409739,3444.4,6155.025152,33.977694,25.561478
3877,2.2.3,92490.6,23.758843,3181.4,6116.760462,34.498734,25.570413
3878,2.2.3,89794.0,23.231996,3067.2,5999.601001,34.054579,24.88074
3879,2.2.3,100934.8,25.228367,3483,6209.876372,34.397756,25.87731
3880,2.2.3,92039.6,23.543796,3148.6,6060.207783,34.039847,25.160322
3881,2.2.3,90437.8,23.435556,3141.6,6123.568417,34.587792,25.474461
3882,2.2.3,100496.6,25.435939,3449.4,6163.974294,34.273233,25.679747
3883,2.2.3,92325.2,23.715381,3160.4,6059.182706,34.216793,25.249749
3884,2.2.3,90326.6,23.140803,3062,5926.117866,33.814824,24.890395
3885,2.2.3,101276.6,25.716164,3538.4,6321.19226,34.926172,26.357813
3886,2.2.3,92384.4,23.966089,3179.6,6078.242617,34.294464,25.264949
3887,2.2.3,90199.0,23.797327,3115.6,6064.758655,34.305545,25.125193
3888,2.2.3,100478.0,25.223134,3436.8,6125.923764,34.177352,25.793777
3889,2.2.3,92766.4,23.814682,3198.6,6113.214851,34.422304,25.390489
3890,2.2.3,90307.6,23.252534,3092.2,6020.007627,34.082075,24.947603
3891,2.2.3,100821.4,25.329681,3467.4,6209.49347,34.408095,25.888663
3892,2.2.3,92286.6,23.735021,3122.2,6030.668992,33.808143,25.071102
3893,2.2.3,89842.4,23.079229,3118.2,6115.730784,34.456955,25.284082
3894,2.2.3,108965.6,27.290168,3763.4,6287.968955,34.701067,26.385132
3895,2.2.3,100780.0,25.724324,3520.4,6256.013425,34.852212,26.035309
3896,2.2.3,95778.2,24.799302,3320,6158.691911,34.675411,25.714601
3897,2.2.3,100066.8,25.458976,3502.2,6339.174908,35.011378,26.376086
3898,2.2.3,91890.6,24.007508,3168.4,6069.975282,34.314427,25.158845
3899,2.2.3,90682.6,23.736325,3130.8,6040.939191,34.41876,25.246481
3900,2.2.3,100355.8,25.296247,3432.6,6143.52578,34.195085,25.617762
3901,2.2.3,92564.4,23.569224,3220,6216.218008,34.645757,25.862038
3902,2.2.3,89489.6,22.912612,3104.8,6073.635817,34.304732,25.192673
3903,2.2.3,101630.2,25.321526,3520.2,6280.126958,34.624724,26.285863
3904,2.2.3,92065.4,23.483133,3132.6,6037.958273,33.919872,25.046256
3905,2.2.3,90417.0,23.037456,3117.2,6111.412586,34.307858,25.371926
3906,2.2.3,101395.6,25.285371,3516.2,6275.870309,34.604716,26.086055
3907,2.2.3,92505.4,23.67116,3132.2,6022.960483,33.718191,24.990479
3908,2.2.3,89466.6,23.139396,3048.4,5985.528818,33.935344,24.959244
3909,2.2.3,101212.2,25.276051,3486.8,6226.625695,34.556847,26.212961
3910,2.2.3,91743.8,23.345965,3153.8,6029.469818,34.314212,25.181623
3911,2.2.3,90685.8,23.144094,3076.4,5995.504622,33.834806,24.932655
3912,2.2.3,54550.4,5.374153,1723.8,5312.667249,31.196824,22.056605
3913,2.2.3,54863.2,5.269131,1748.8,5481.78948,31.555479,22.624972
3914,2.2.3,54813.8,5.321939,1743.2,5380.692808,31.523448,22.341017
3915,2.2.3,54496.6,5.405557,1719.6,5342.782601,31.310056,22.273593
3916,2.2.3,54717.8,5.378082,1717.8,5295.973051,31.051832,22.039766
3917,2.2.3,54717.0,5.354641,1762,5456.85475,32.043913,22.614534
3918,2.2.3,75633.4,17.876197,2495.4,5712.780108,32.857395,23.81674
3919,2.2.3,73870.6,16.81908,2425,5703.579644,32.709066,23.662735
3920,2.2.3,73565.2,16.754796,2395.8,5601.470293,32.39939,23.295827
3921,2.2.3,75023.6,17.510082,2501,5815.583421,33.1493,24.093534
3922,2.2.3,75271.4,17.805545,2505.8,5730.812898,33.137576,23.907323
3923,2.2.3,73429.6,16.62913,2418.4,5710.017456,32.782863,23.638139
3924,2.2.3,73324.4,16.615611,2396.2,5670.560377,32.571675,23.488327
3925,2.2.3,73483.8,16.380784,2441.2,5740.669431,33.138723,23.958681
3926,2.2.3,73288.0,16.617337,2399.8,5619.348052,32.763074,23.630555
3927,2.2.3,74371.2,17.522502,2457.4,5729.771516,32.995783,23.876973
3928,2.2.3,73379.0,16.508383,2409.6,5649.685127,32.689662,23.48365
3929,2.2.3,73430.2,16.49767,2447.4,5726.402319,33.172117,23.811481
3930,2.2.3,74823.6,17.543706,2485,5714.942666,33.221725,23.82654
3931,2.2.3,74951.6,17.816486,2464.4,5670.902482,32.816556,23.722697
3932,2.2.3,73737.8,16.777964,2387.4,5622.649912,32.407821,23.560268
3933,2.2.3,73914.8,16.632058,2474.2,5821.025512,33.265327,24.176939
3934,2.2.3,73792.2,16.446301,2425.8,5709.952759,32.755796,23.793076
3935,2.2.3,73248.4,16.475762,2397.8,5700.948797,32.775541,23.747957
3936,2.2.3,78793.0,18.384193,2640.2,5795.813269,33.535005,24.121186
3937,2.2.3,70533.4,15.424403,2379.4,5715.339515,33.47644,23.717214
3938,2.2.3,68061.6,14.401343,2261,5603.279342,33.204481,23.469113
3939,2.2.3,78707.2,18.458507,2638.2,5792.273119,33.640413,24.232079
3940,2.2.3,70603.6,15.498036,2359.6,5719.327832,33.141772,23.60171
3941,2.2.3,67797.0,14.360904,2255.6,5571.508808,33.096316,23.241366
3942,2.2.3,78694.4,18.31778,2656.8,5810.681212,33.627351,24.260937
3943,2.2.3,70177.6,15.534249,2352.8,5632.561596,33.337633,23.387599
3944,2.2.3,67805.4,14.36637,2310.6,5758.984649,33.869732,23.800431
3945,2.2.3,78966.8,18.339601,2713.8,5898.170035,34.35478,24.669907
3946,2.2.3,70123.2,15.455578,2324.2,5661.042798,32.864705,23.37567
3947,2.2.3,67638.2,14.382388,2255.2,5608.930785,33.010421,23.296156
3948,2.2.3,78920.0,18.407936,2703.6,5954.046526,34.308778,24.949237
3949,2.2.3,70243.6,15.57458,2334.2,5613.915912,33.011003,23.433727
3950,2.2.3,67889.4,14.398201,2246.4,5559.369039,32.944855,23.317567
3951,2.2.3,79233.2,18.354218,2700,5879.699741,33.695506,24.315841
3952,2.2.3,70369.6,15.484215,2331.4,5616.964436,32.861701,23.185818
3953,2.2.3,67971.0,14.442779,2279.8,5695.126266,33.459403,23.604939
3954,2.2.3,101356.6,25.821384,3478.4,6193.45527,34.287917,25.914197
3955,2.2.3,94327.2,24.447145,3228.6,6093.225137,34.307524,25.442943
3956,2.2.3,92970.6,24.251611,3205.6,6100.892809,34.220027,25.331712
3957,2.2.3,100882.2,25.383582,3491.2,6305.642759,34.737706,26.28591
3958,2.2.3,92386.2,23.588109,3132.8,5990.406972,33.901798,25.049312
3959,2.2.3,90081.8,23.118353,3062.8,5984.56863,33.90178,24.882097
3960,2.2.3,100979.0,25.15415,3480.6,6169.670214,34.221432,25.72436
3961,2.2.3,91958.4,23.619264,3163,6032.855946,34.462621,25.456517
3962,2.2.3,90313.6,23.374234,3048.4,5930.270673,33.822096,24.781582
3963,2.2.3,111158.2,27.58848,3846.8,6398.779825,34.837892,26.713248
3964,2.2.3,102780.6,26.246669,3565,6285.881585,34.595472,26.07053
3965,2.2.3,98761.0,25.547686,3465.4,6241.620949,35.124733,26.163035
3966,2.2.3,102257.2,25.932498,3521,6189.428178,34.269981,25.771108
3967,2.2.3,94864.2,24.430633,3280.8,6114.937198,34.439304,25.422293
3968,2.2.3,92478.8,24.193324,3168.8,6023.08539,34.08656,25.05071
3969,2.2.3,101103.2,25.272915,3507.6,6271.572028,34.719444,26.295506
3970,2.2.3,92512.6,23.600232,3133.4,6010.253089,33.876956,25.04245
3971,2.2.3,89527.0,23.1182,3048,5974.103786,33.891849,25.003893
3972,2.2.3,100831.6,25.323463,3453.8,6176.386104,34.205918,25.667191
3973,2.2.3,92205.6,23.709738,3172.2,6120.031988,34.420086,25.677702
3974,2.2.3,90108.6,23.175955,3065.8,5996.205506,33.832812,24.795263
3975,2.2.3,101040.2,25.240259,3451.4,6139.467064,34.256677,25.685235
3976,2.2.3,91903.2,23.741991,3129.6,5984.637781,33.912088,24.991602
3977,2.2.3,89869.4,23.259491,3096.6,6078.980786,34.39501,25.47776
3978,2.2.3,100796.6,25.238713,3465,6167.580212,34.329555,25.731676
3979,2.2.3,92124.6,23.613886,3164.6,6042.952374,34.280394,25.226624
3980,2.2.3,89564.0,23.309682,3039.8,6035.169519,33.862709,25.05592
3981,2.2.3,100785.2,25.638469,3533.2,6275.531678,34.901468,26.117745
3982,2.2.3,92643.2,24.074367,3186.4,6007.324251,34.128305,24.991594
3983,2.2.3,90533.2,23.768526,3120.4,6056.085318,34.24863,25.126158
3984,2.2.3,100561.4,25.191877,3451.8,6139.110991,34.247938,25.713292
3985,2.2.3,92320.6,23.709599,3195.4,6093.066655,34.557765,25.483721
3986,2.2.3,90023.8,23.121266,3051.2,5961.853076,33.716806,24.754566
3987,2.2.3,100862.2,25.36345,3476,6226.850039,34.521842,25.999836
3988,2.2.3,92120.6,23.684518,3144.4,5990.228885,34.001832,25.121774
3989,2.2.3,90657.2,23.404946,3099.8,6082.160058,34.143098,25.312927
3990,2.2.3,108870.0,27.237517,3746.2,6325.093336,34.56186,26.448161
3991,2.2.3,100807.4,25.774808,3490.8,6224.357537,34.639598,26.037672
3992,2.2.3,95853.4,24.780312,3342.6,6092.26758,34.794234,25.515668
3993,2.2.3,100203.6,25.492251,3483.2,6269.033715,34.859998,26.227889
3994,2.2.3,92180.4,23.86452,3151.4,6033.629777,33.969346,25.056403
3995,2.2.3,90597.0,23.54609,3111,6046.386145,34.114441,25.058712
3996,2.2.3,100618.6,25.335294,3478.6,6204.1813,34.483524,25.821422
3997,2.2.3,92395.6,23.843889,3210.8,6142.670482,34.622251,25.563576
3998,2.2.3,89902.4,23.299079,3068,6005.050833,33.990434,24.901236
3999,2.2.3,100868.6,25.378084,3458.6,6183.044289,34.19006,25.780576
4000,2.2.3,91876.6,23.741049,3147.4,6022.90776,34.150649,25.071775
4001,2.2.3,89787.6,23.133861,3104.8,6062.304233,34.550047,25.277347
4002,2.2.3,101011.4,25.453564,3462.6,6197.058522,34.264934,25.820934
4003,2.2.3,92558.2,23.540127,3151,6057.769255,33.908292,25.065948
4004,2.2.3,89968.0,23.158006,3067.2,5983.416535,34.118227,24.948339
4005,2.2.3,101239.4,25.684067,3515.2,6234.919499,34.796818,26.162191
4006,2.2.3,92118.8,23.72373,3167,6085.24557,34.20024,25.205756
4007,2.2.3,89501.8,23.227782,2987,5869.378668,33.274307,24.393037
4008,2.2.3,54793.2,5.502768,1757,5447.496634,31.840673,22.619548
4009,2.2.3,54801.0,5.401914,1755,5476.394708,31.859417,22.787514
4010,2.2.3,54668.6,5.44974,1745.2,5358.087081,31.593823,22.152287
4011,2.2.3,54717.0,5.413363,1716.2,5308.186449,31.16674,22.087616
4012,2.2.3,54704.2,5.456781,1745.6,5338.703365,31.484294,22.06523
4013,2.2.3,54903.6,5.299725,1771,5435.248852,32.007867,22.460563
4014,2.2.3,75582.6,18.216499,2496.4,5693.216253,33.025961,23.697345
4015,2.2.3,74194.0,16.98447,2406.2,5601.347979,32.409827,23.398523
4016,2.2.3,73489.4,16.317956,2422,5647.222392,32.879462,23.691485
4017,2.2.3,74896.0,17.612866,2492.2,5783.394611,33.193922,24.12544
4018,2.2.3,74883.2,17.721571,2477.6,5677.687511,32.991681,23.682754
4019,2.2.3,73280.2,16.630989,2408.8,5645.407328,32.772833,23.449215
4020,2.2.3,73064.0,16.450228,2400.4,5617.312286,32.739679,23.394136
4021,2.2.3,73446.0,16.612049,2433.6,5810.057863,33.068895,24.215693
4022,2.2.3,73044.2,16.572036,2406.8,5668.672144,32.86509,23.543409
4023,2.2.3,74876.4,17.819706,2458.4,5680.144022,32.835142,23.65094
4024,2.2.3,73767.6,16.528198,2416.4,5702.972217,32.805999,23.667789
4025,2.2.3,73747.4,16.66677,2437.6,5678.950914,32.955398,23.8146
4026,2.2.3,74486.0,17.582902,2447.4,5658.444486,32.866002,23.782029
4027,2.2.3,74841.2,17.504514,2482.6,5652.555136,32.934579,23.771384
4028,2.2.3,73568.6,16.515618,2419.2,5643.145194,32.861328,23.510874
4029,2.2.3,73150.8,16.686866,2406.4,5637.549754,32.809992,23.482485
4030,2.2.3,73548.4,16.383732,2444.4,5758.480822,33.123127,24.006833
4031,2.2.3,73170.4,16.343585,2387.6,5591.828798,32.449559,23.397014
4032,2.2.3,55244.6,6.341091,1760.8,5358.79127,31.748493,22.385256
4033,2.2.3,54682.2,6.238231,1717,5329.514651,31.184581,22.105598
4034,2.2.3,55013.8,6.30973,1778,5403.033146,32.088154,22.624214
4035,2.2.3,55006.0,6.235698,1738.6,5336.820252,31.219607,21.932703
4036,2.2.3,55164.6,6.23237,1760.8,5349.278901,31.652459,22.273768
4037,2.2.3,54674.4,6.2381,1732.6,5376.828535,31.55006,22.233016
4038,2.2.3,55094.6,5.930909,1739.6,5299.915425,31.313855,22.098355
4039,2.2.3,54907.0,6.081305,1748.2,5359.843024,31.59513,22.134972
4040,2.2.3,55113.2,6.162422,1766,5397.676649,31.650354,22.356861
4041,2.2.3,54915.0,6.052778,1757,5333.397656,31.529986,22.166889
4042,2.2.3,54984.8,6.154115,1723.6,5319.21282,31.278107,22.035947
4043,2.2.3,55144.6,6.319218,1763.6,5399.29084,31.716711,22.340083
4044,2.2.3,55157.0,6.073013,1769.8,5436.022505,31.745837,22.504308
4045,2.2.3,54987.8,6.136182,1756,5328.455086,31.574631,22.040391
4046,2.2.3,54947.6,6.25534,1741.4,5342.119025,31.450675,22.069492
4047,2.2.3,54916.6,6.080768,1746.8,5353.830464,31.500793,22.185204
4048,2.2.3,55089.8,5.984559,1752.2,5480.541543,31.769665,22.760471
4049,2.2.3,54822.0,6.124653,1736.6,5347.90066,31.339926,22.148198
4050,2.2.3,64212.0,12.106622,2042.4,5469.438842,31.716201,22.688779
4051,2.2.3,66510.6,13.489697,2091.6,5471.980058,31.314775,22.774599
4052,2.2.3,66344.6,13.374005,2133.8,5576.546899,32.119339,23.184629
4053,2.2.3,61456.6,10.540626,1961.4,5425.63079,31.489763,22.498398
4054,2.2.3,60924.8,10.399261,1938,5397.590134,31.539102,22.463438
4055,2.2.3,61857.8,11.029756,1947.2,5419.049754,31.221594,22.462201
4056,2.2.3,62168.8,10.829883,1995.2,5494.300563,31.855262,22.999733
4057,2.2.3,61361.8,10.808859,1925,5406.637579,31.289825,22.560035
4058,2.2.3,61452.2,10.707243,1958,5412.515265,31.638825,22.4899
4059,2.2.3,67321.0,13.650026,2131.6,5495.979361,31.504143,22.83114
4060,2.2.3,67190.8,13.344131,2183.4,5588.97529,32.083765,23.156241
4061,2.2.3,66030.2,13.450019,2086.2,5491.843027,31.587586,22.849069
4062,2.2.3,66157.8,13.033886,2093.4,5461.611085,31.44585,22.696858
4063,2.2.3,65961.0,13.246007,2093.8,5483.207844,31.648665,22.892502
4064,2.2.3,65968.0,13.030098,2130.6,5592.735562,32.05134,23.231177
4065,2.2.3,61026.8,10.600532,1919.6,5394.626165,31.476536,22.620299
4066,2.2.3,61340.2,10.559404,1936,5492.958528,31.592161,22.879017
4067,2.2.3,61269.6,10.674785,1927.4,5411.28606,31.376855,22.659196
4068,2.2.3,61663.8,10.674379,1995.2,5529.606134,32.081125,22.919274
4069,2.2.3,61469.2,10.639633,1939.2,5467.486573,31.420211,22.756742
4070,2.2.3,61522.2,10.659438,1950.8,5426.70632,31.480655,22.666628
4071,2.2.3,62325.8,10.820127,1975.2,5457.378203,31.369172,22.696693
4072,2.2.3,61812.6,10.912602,1940.8,5419.026006,31.226547,22.557893
4073,2.2.3,61945.6,10.912747,1979.2,5557.817277,31.855476,23.162787
4074,2.2.3,61778.4,10.773359,1962.4,5450.417049,31.543342,22.544027
4075,2.2.3,61947.2,11.10365,1941.8,5422.664645,31.112921,22.514567
4076,2.2.3,61470.0,10.846141,1930.2,5377.290948,31.327704,22.490521
4077,2.2.3,64301.6,11.997477,2054.6,5533.217982,31.775071,23.090152
4078,2.2.3,62736.2,11.357379,1996.2,5425.987747,31.60458,22.44612
4079,2.2.3,63081.8,11.72775,1975.2,5461.130143,31.171224,22.734182
4080,2.2.3,61261.8,10.507139,1952.4,5381.114735,31.540607,22.417124
4081,2.2.3,61346.2,10.586677,1956.2,5532.813152,31.714766,22.973872
4082,2.2.3,61310.8,10.560185,1946.6,5416.582362,31.662987,22.580389
4083,2.2.3,61530.4,10.724881,1935.4,5448.637497,31.242455,22.52835
4084,2.2.3,61799.2,10.770825,1958.8,5467.022416,31.237489,22.54524
4085,2.2.3,62392.4,11.445329,1986.6,5504.505738,31.659381,22.866061
4086,2.2.3,65046.8,12.591251,2076,5538.724063,31.615469,23.093714
4087,2.2.3,63224.6,11.946743,1987.4,5419.445357,31.338657,22.670292
4088,2.2.3,62710.0,11.868739,1990,5406.499727,31.57102,22.666433
4089,2.2.3,62682.0,11.235544,2028.2,5535.576152,32.005708,23.022708
4090,2.2.3,62156.0,11.192613,1980,5427.411247,31.651118,22.786935
4091,2.2.3,62632.0,11.620683,1966.6,5401.84629,31.26145,22.595637
4092,2.2.3,61034.8,10.498727,1942.6,5459.087437,31.624165,22.626375
4093,2.2.3,62013.2,10.762264,2001.6,5584.934471,31.884647,23.02978
4094,2.2.3,61601.2,10.814742,1948.4,5433.286877,31.577567,22.683391
4095,2.2.3,61607.4,10.611127,1950,5442.042602,31.526133,22.664228
4096,2.2.3,62032.2,10.825341,1966.4,5447.700154,31.565692,22.67813
4097,2.2.3,61943.0,10.935796,1977.2,5464.718558,31.724637,22.702615
4098,2.2.3,62229.4,10.866646,2015.6,5601.050443,32.016443,23.135817
4099,2.2.3,61859.8,10.561891,1970,5481.917486,31.543021,22.731895
4100,2.2.3,62103.2,10.880493,1994.2,5554.425476,31.862006,22.98028
4101,2.2.3,62006.4,10.818261,1961,5417.76535,31.277308,22.564826
4102,2.2.3,61636.8,10.842205,1933.2,5430.776188,31.300085,22.629254
4103,2.2.3,61902.4,11.131072,1964.2,5407.012197,31.511437,22.816436
4104,2.2.3,54616.6,5.264714,1740.6,5394.410006,31.543309,22.359074
4105,2.2.3,54601.0,5.066492,1694,5280.001513,30.693418,21.862637
4106,2.2.3,54372.0,5.231585,1701.6,5244.866043,31.10505,22.062109
4107,2.2.3,54855.8,5.120527,1732.8,5338.324452,31.413099,22.138557
4108,2.2.3,54791.4,5.24184,1760.6,5358.401974,31.654211,22.44261
4109,2.2.3,54567.8,5.131805,1696.2,5264.539635,30.809836,22.077497
4110,2.2.3,60965.0,9.974683,1906.4,5400.661629,31.001761,22.417383
4111,2.2.3,59359.0,8.178962,1853.8,5339.427078,30.924337,22.137716
4112,2.2.3,58445.2,7.636324,1813,5327.115585,30.854782,22.161109
4113,2.2.3,59996.2,8.983858,1901.4,5518.577347,31.625283,22.898249
4114,2.2.3,59753.2,9.510006,1863.6,5372.210218,31.044868,22.379879
4115,2.2.3,58476.0,7.500911,1804,5351.908252,30.807421,22.31721
4116,2.2.3,58262.4,7.661775,1795.6,5311.964722,30.704596,22.11795
4117,2.2.3,58053.8,7.4319,1803.4,5450.765129,31.200811,22.717007
4118,2.2.3,58127.0,7.422759,1807.2,5360.535647,30.904087,22.410727
4119,2.2.3,59393.4,8.817395,1885.2,5387.888794,31.277386,22.197485
4120,2.2.3,59055.0,7.980575,1794.2,5296.377608,30.555036,22.25595
4121,2.2.3,57970.0,7.286838,1807.2,5400.84809,31.268928,22.628839
4122,2.2.3,59696.0,9.049977,1855,5410.309898,30.95242,22.539295
4123,2.2.3,59827.2,8.888569,1883.6,5408.827435,31.208845,22.58736
4124,2.2.3,58488.4,7.591695,1788.2,5349.356265,30.609398,22.264262
4125,2.2.3,58635.6,7.610405,1832.6,5414.198369,31.131999,22.575481
4126,2.2.3,57753.2,7.231741,1773.4,5301.69976,30.583661,22.338975
4127,2.2.3,58272.2,7.419024,1800,5337.063847,30.987232,22.264616
4128,2.2.3,55150.2,6.363372,1744.6,5330.919404,31.359545,22.144075
4129,2.2.3,55227.4,6.371903,1793,5474.032938,32.088274,22.639748
4130,2.2.3,54830.6,6.312274,1749.4,5322.777455,31.555666,22.009637
4131,2.2.3,55031.0,6.413165,1771.2,5363.723489,31.769739,22.001523
4132,2.2.3,54940.6,6.487754,1732.4,5320.789487,31.30587,22.124751
4133,2.2.3,55267.0,6.295876,1784.4,5385.203593,32.070102,22.58915
4134,2.2.3,55097.0,6.485821,1767.2,5381.052307,31.756246,22.262975
4135,2.2.3,55230.8,6.378546,1770.2,5362.805933,31.775219,22.250288
