,revision,performance,size,energy,cpu
38803,v1.8.0,16.2896,1701693,923.4,78.982059
38804,v1.8.0,44.9762,1623294,1602.8,27.008
38805,v1.8.0,25.5152,1663348,1136.8,48.100769
38806,v1.8.0,19.604200000000002,1670481,1014.4,64.377
38807,v1.8.0,16.2822,1692406,929,79.293162
38808,v1.8.0,44.624,1614928,1650.6,26.606515
38809,v1.8.0,25.6048,1652897,1132.8,48.080769
38810,v1.8.0,19.4656,1663695,1010.6,64.586
38811,v1.8.0,16.5162,1686537,937.2,78.955956
38812,v1.8.0,45.391,1628028,1670,26.385672
38813,v1.8.0,25.378,1657872,1150,48.223846
38814,v1.8.0,19.330599999999997,1667265,987.2,64.331789
38815,v1.8.0,16.2668,1701693,906.8,79.159338
38816,v1.8.0,44.8936,1623294,1629.8,26.789334
38817,v1.8.0,25.6368,1663348,1149.2,48.123077
38818,v1.8.0,19.5992,1670481,995.2,63.934105
38819,v1.8.0,16.336,1692406,935.2,78.977868
38820,v1.8.0,44.530800000000006,1614928,1614.8,26.807414
38821,v1.8.0,25.518,1652897,1177,48.202308
38822,v1.8.0,19.499,1663695,1011,64.261158
38823,v1.8.0,16.037200000000002,1686537,928.2,78.89625
38824,v1.8.0,45.385400000000004,1628028,1677.4,26.715782
38825,v1.8.0,25.631400000000003,1657872,1123.4,46.836369
38826,v1.8.0,19.3082,1667265,1003.2,64.319421
38827,v1.8.0,16.2424,1701693,922.2,78.82875
38828,v1.8.0,44.9312,1623294,1618,26.889111
38829,v1.8.0,25.5344,1663348,1176.8,48.192831
38830,v1.8.0,19.479,1670481,1015.4,64.796
38831,v1.8.0,16.296200000000002,1692406,923.2,78.966985
38832,v1.8.0,44.593,1614928,1616.8,26.53096
38833,v1.8.0,25.585,1652897,1158.4,48.083754
38834,v1.8.0,19.378400000000003,1663695,1024.4,64.046263
38835,v1.8.0,16.0448,1686537,938.4,78.680833
38836,v1.8.0,45.2536,1628028,1654.6,26.940445
38837,v1.8.0,25.576,1657872,1146.4,47.062523
38838,v1.8.0,19.351200000000002,1667265,1005,64.332
38839,v1.8.0,16.180799999999998,1701693,980.6,79.18125
38840,v1.8.0,44.9296,1623294,1613.4,26.86797
38841,v1.8.0,25.534,1663348,1134,47.872831
38842,v1.8.0,19.6068,1670481,1025.6,64.282263
38843,v1.8.0,16.3034,1692406,948,79.167941
38844,v1.8.0,44.7326,1614928,1644.2,26.671828
38845,v1.8.0,25.5458,1652897,1160,48.120708
38846,v1.8.0,19.401,1663695,1014.6,64.325211
38847,v1.8.0,16.4042,1686537,970.6,79.467059
38848,v1.8.0,45.4636,1628028,1645.8,26.294222
38849,v1.8.0,25.573400000000003,1657872,1151,47.834862
38850,v1.8.0,19.279400000000003,1667265,997.4,64.396526
38851,v1.8.0,16.209,1701693,930.8,79.024926
38852,v1.8.0,44.343199999999996,1623294,1588,26.32904
38853,v1.8.0,25.5394,1663347.8,1183,47.325385
38854,v1.8.0,19.520599999999998,1670481,983.8,64.100579
38855,v1.8.0,15.9046,1692406,938.8,78.505
38856,v1.8.0,44.657599999999995,1614928,1634,26.848879
38857,v1.8.0,25.6174,1652897,1150.4,47.749938
38858,v1.8.0,19.6162,1663695,1038.6,64.016501
38859,v1.8.0,16.4544,1686537,920.4,79.171618
38860,v1.8.0,45.43,1628028,1660.4,26.51886
38861,v1.8.0,25.416400000000003,1657872,1130.2,47.682308
38862,v1.8.0,19.379,1667265,986.2,64.075579
38863,v1.8.0,16.2804,1701693,955.8,79.251177
38864,v1.8.0,44.9514,1623294,1689.6,26.31
38865,v1.8.0,25.587400000000002,1663348,1119.2,47.993846
38866,v1.8.0,19.5622,1670481,1013,64.198053
38867,v1.8.0,16.293200000000002,1692406,905.6,79.077279
38868,v1.8.0,44.644400000000005,1614928,1673.8,26.158687
38869,v1.8.0,25.575599999999998,1652897,1140.4,47.835908
38870,v1.8.0,19.419400000000003,1663695,1018.8,64.236684
38871,v1.8.0,16.4704,1686537,966,79.104044
38872,v1.8.0,45.347199999999994,1628028,1625.6,27.058899
38873,v1.8.0,25.398400000000002,1657872,1160.2,47.830461
38874,v1.8.0,19.2972,1667265,1011.2,64.341421
38875,v1.8.0,16.2466,1701693,934.8,79.136985
38876,v1.8.0,44.905800000000006,1623294,1602.6,26.477253
38877,v1.8.0,25.5502,1663348,1145.6,47.925261
38878,v1.8.0,19.557599999999997,1670481,1005,64.081632
38879,v1.8.0,16.441,1692406,966,78.706177
38880,v1.8.0,44.760400000000004,1614928,1614.8,26.240404
38881,v1.8.0,25.5578,1652897,1145.8,48.19
38882,v1.8.0,19.41,1663695,1024.8,64.388684
38883,v1.8.0,16.378,1686537,963.2,79.252868
38884,v1.8.0,45.468599999999995,1628028,1674.6,26.561836
38885,v1.8.0,25.0356,1657872,1112,47.673323
38886,v1.8.0,19.291,1667265,980,64.164263
38887,v1.8.0,16.37,1701693,940.8,78.844853
38888,v1.8.0,44.9174,1623294,1646.2,26.563667
38889,v1.8.0,25.5388,1663348,1143.8,47.919938
38890,v1.8.0,19.5162,1670481,987.2,64.347368
38891,v1.8.0,16.3566,1692406,968,79.022868
38892,v1.8.0,44.653400000000005,1614928,1593,26.767626
38893,v1.8.0,25.0262,1652897,1131.6,47.88
38894,v1.8.0,19.4746,1663695,1025.4,64.319526
38895,v1.8.0,16.529400000000003,1686537,990.4,79.012794
38896,v1.8.0,44.86,1628028,1633.8,26.606667
38897,v1.8.0,25.3682,1657872,1152.4,48.139723
38898,v1.8.0,19.3274,1667265,1004.2,64.286316
38899,v1.8.0,15.7712,1701693,918.4,78.898833
38900,v1.8.0,45.0244,1623294,1628.2,27.082222
38901,v1.8.0,25.5382,1663348,1160.2,47.230585
38902,v1.8.0,19.4958,1670481,1021.2,64.333842
38903,v1.8.0,16.3106,1692406,927.8,78.864338
38904,v1.8.0,44.65,1614928,1613.6,26.365848
38905,v1.8.0,25.7,1652897,1169.6,48.0772
38906,v1.8.0,19.4072,1663695,1038.8,64.475474
38907,v1.8.0,15.9776,1686537,912.6,78.7375
38908,v1.8.0,45.3606,1628028,1660.8,26.704627
38909,v1.8.0,25.4544,1657872,1118,47.319754
38910,v1.8.0,19.272,1667265,1012.6,64.548263
38911,v1.8.0,16.192,1701693,907.6,78.889265
38912,v1.8.0,44.9294,1623294,1630.4,26.830505
38913,v1.8.0,25.4202,1663348,1128.4,48.241877
38914,v1.8.0,19.5534,1670481,988.8,64.552
38915,v1.8.0,16.2282,1692406,927.2,79.038162
38916,v1.8.0,44.852599999999995,1614928,1625.4,26.264485
38917,v1.8.0,25.5318,1652897,1166,48.057262
38918,v1.8.0,19.4108,1663695,1026,64.463632
38919,v1.8.0,16.386400000000002,1686537,968.6,79.375
38920,v1.8.0,44.7756,1628028,1649.6,26.396889
38921,v1.8.0,24.8682,1657872,1081.4,47.8304
38922,v1.8.0,19.305799999999998,1667265,990.6,63.781053
38923,v1.8.0,16.2404,1701693,950.8,78.914853
38924,v1.8.0,44.905199999999994,1623294,1628,26.639232
38925,v1.8.0,25.564799999999998,1663348,1125,47.0384
38926,v1.8.0,19.1698,1670481,987,63.499
38927,v1.8.0,16.2426,1692406,944.4,79.387574
38928,v1.8.0,44.6926,1614928,1650,26.776545
38929,v1.8.0,25.576,1652897,1087.4,48.188462
38930,v1.8.0,19.0572,1663695,970.4,64.018316
38931,v1.8.0,16.4638,1686537,935,79.397794
38932,v1.8.0,45.3738,1628028,1638.6,26.833778
38933,v1.8.0,25.4328,1657872,1167,48.034123
38934,v1.8.0,19.270599999999998,1667265,1041,64.157737
38935,v1.8.0,16.3538,1701693,944.6,79.028897
38936,v1.8.0,44.9444,1623294,1607.6,26.678667
38937,v1.8.0,25.5292,1663348,1163.2,47.990123
38938,v1.8.0,19.5688,1670481,1025.4,64.59
38939,v1.8.0,16.249200000000002,1692406,957,78.951324
38940,v1.8.0,44.676,1614928,1655.2,26.465101
38941,v1.8.0,25.6602,1652897,1130,48.213846
38942,v1.8.0,19.4722,1663695,1012.4,64.247632
38943,v1.8.0,16.4808,1686537,939.2,79.179118
38944,v1.8.0,45.3738,1628028,1656,26.769884
38945,v1.8.0,25.4524,1657872,1133.6,48.346923
38946,v1.8.0,19.3908,1667265,989.8,64.001632
38947,v1.8.0,16.3068,1701693,911.4,79.01375
38948,v1.8.0,44.912800000000004,1623294,1621.4,26.358182
38949,v1.8.0,25.651400000000002,1663348,1196,48.178461
38950,v1.8.0,19.4664,1670481,1006,64.483895
38951,v1.8.0,16.257,1692406,925.8,79.025882
38952,v1.8.0,40.154,1541721,1468.2,26.699269
38953,v1.8.0,22.3034,1596802,1008.8,47.665099
38954,v1.8.0,17.736,1584690,923.4,63.711438
38955,v1.8.0,13.970600000000001,1602835,820,76.254396
38956,v1.8.0,41.6758,1545867,1557.2,26.340488
38957,v1.8.0,22.188200000000002,1597802,997.6,48.102965
38958,v1.8.0,16.8786,1602567,868.4,62.964853
38959,v1.8.0,13.789399999999999,1593790,752,76.265275
38960,v1.8.0,39.443400000000004,1551678,1441.6,26.764115
38961,v1.8.0,22.201400000000003,1597679,1032.2,47.798379
38962,v1.8.0,17.121,1585773.8,856.4,63.505882
38963,v1.8.0,14.2796,1587654.8,797,76.584952
38964,v1.8.0,40.113,1541721,1490.4,27.0285
38965,v1.8.0,22.352400000000003,1596802,1002,47.717629
38966,v1.8.0,17.816599999999998,1584690,903,63.575556
38967,v1.8.0,14.0628,1602835,806,76.481429
38968,v1.8.0,41.5772,1545867,1568.8,26.239652
38969,v1.8.0,22.2536,1597802,983.4,47.972095
38970,v1.8.0,16.823,1602567,850.2,63.189191
38971,v1.8.0,14.2362,1593790,799.4,76.914
38972,v1.8.0,39.4526,1551678,1429,26.638308
38973,v1.8.0,22.218799999999998,1597679,1022,47.467273
38974,v1.8.0,16.8518,1585774,875.6,63.020662
38975,v1.8.0,14.2518,1587655,787.4,77.064381
38976,v1.8.0,40.251,1541721,1447,26.3715
38977,v1.8.0,21.9196,1596802,999,47.840909
38978,v1.8.0,17.6648,1584690,908.8,63.758431
38979,v1.8.0,14.2812,1602835,784.2,76.049619
38980,v1.8.0,41.6208,1545867,1529.8,26.90892
38981,v1.8.0,22.3004,1597802,987,47.524861
38982,v1.8.0,16.397599999999997,1602567,807.6,62.541838
38983,v1.8.0,14.162799999999999,1593790,836.6,77.135333
38984,v1.8.0,39.4952,1551678,1455.8,27.016756
38985,v1.8.0,21.907,1597679,991.2,47.037273
38986,v1.8.0,17.291400000000003,1585774,848.4,63.462288
38987,v1.8.0,14.3206,1587655,811.2,77.280286
38988,v1.8.0,40.1824,1541721,1463.4,26.99
38989,v1.8.0,22.419400000000003,1596802,1016.2,46.938182
38990,v1.8.0,17.887,1584690,902.8,63.166863
38991,v1.8.0,14.0272,1602835,823,76.837143
38992,v1.8.0,41.586400000000005,1545867,1531.4,26.849501
38993,v1.8.0,22.267,1597802,1008.2,47.842332
38994,v1.8.0,16.8868,1602567,864.8,63.045882
38995,v1.8.0,14.2426,1593790,790.6,76.663905
38996,v1.8.0,39.3934,1551678,1434.8,26.775385
38997,v1.8.0,22.197,1597679,1014.8,47.973597
38998,v1.8.0,17.2988,1585774,844,63.706144
38999,v1.8.0,14.3608,1587655,786.6,76.721524
39000,v1.8.0,39.5904,1541721,1409.8,26.642449
39001,v1.8.0,22.2748,1596802,989.8,47.284546
39002,v1.8.0,17.79,1584690,920.2,63.832222
39003,v1.8.0,14.0524,1602835,805.8,76.629619
39004,v1.8.0,41.5394,1545867,1501.6,26.822439
39005,v1.8.0,22.2476,1597802,1030.4,47.624782
39006,v1.8.0,16.895599999999998,1602567,849.6,63.327059
39007,v1.8.0,13.762799999999999,1593790,750.6,76.555385
39008,v1.8.0,39.603,1551678,1439.6,26.503077
39009,v1.8.0,22.2762,1597679,1021,47.398024
39010,v1.8.0,17.3008,1585774,858.2,63.614902
39011,v1.8.0,14.2608,1587655,813.2,76.903714
39012,v1.8.0,40.1738,1541721,1466.8,26.814
39013,v1.8.0,21.9696,1596802,988.4,47.056797
39014,v1.8.0,17.2,1584690,844.4,62.335294
39015,v1.8.0,13.993799999999998,1602835,809,76.95
39016,v1.8.0,41.4252,1545867,1474.4,26.948223
39017,v1.8.0,21.8134,1597802,980.6,46.894026
39018,v1.8.0,16.980400000000003,1602567,868.8,63.057868
39019,v1.8.0,14.115200000000002,1593790,792.4,76.948667
39020,v1.8.0,39.437599999999996,1551678,1409.6,27.004756
39021,v1.8.0,22.159200000000002,1597679,1035,47.669091
39022,v1.8.0,17.243,1585774,872,63.528954
39023,v1.8.0,14.247200000000001,1587655,813.2,77.152
39024,v1.8.0,40.238,1541721,1458.4,26.561439
39025,v1.8.0,22.251,1596802,988,47.64249
39026,v1.8.0,17.8182,1584690,911.6,63.477076
39027,v1.8.0,13.981,1602835,782.4,76.758132
39028,v1.8.0,41.471199999999996,1545867,1495,26.322439
39029,v1.8.0,22.385,1597802,985.4,47.273478
39030,v1.8.0,16.9436,1602567,856.2,63.278824
39031,v1.8.0,14.194600000000001,1593790,790.4,76.275832
39032,v1.8.0,39.4654,1551677.8,1455.2,26.707295
39033,v1.8.0,22.209400000000002,1597679,1008.4,46.759091
39034,v1.8.0,17.2216,1585774,872.8,63.403529
39035,v1.8.0,13.938,1587655,841.4,76.205385
39036,v1.8.0,39.6782,1541721,1419.6,26.096282
39037,v1.8.0,22.299599999999998,1596802,1010.8,47.536798
39038,v1.8.0,17.8228,1584690,892.8,63.414771
39039,v1.8.0,14.024,1602835,841.2,76.779048
39040,v1.8.0,41.562400000000004,1545867,1542,26.190244
39041,v1.8.0,22.279799999999998,1597802,1017.6,47.45917
39042,v1.8.0,16.7762,1602567,837.6,63.532941
39043,v1.8.0,14.1678,1593790,822.4,76.920667
39044,v1.8.0,39.4572,1551678,1447.8,26.568385
39045,v1.8.0,22.2454,1597679,997.4,47.333913
39046,v1.8.0,17.282400000000003,1585774,873,63.585294
39047,v1.8.0,14.1902,1587655,824.4,76.818952
39048,v1.8.0,40.304199999999994,1541721,1482,27.0045
39049,v1.8.0,22.358400000000003,1596802,986.6,47.525376
39050,v1.8.0,17.724,1584690,908.8,63.994445
39051,v1.8.0,14.1684,1602835,805.8,75.967744
39052,v1.8.0,41.5698,1545867,1522.4,26.339547
39053,v1.8.0,22.27,1597802,993.8,48.036126
39054,v1.8.0,16.4508,1602567,848.6,62.843897
39055,v1.8.0,14.239600000000001,1593790,801,76.425714
39056,v1.8.0,39.4146,1551678,1436.6,27.283013
39057,v1.8.0,22.200200000000002,1597679,1012,47.53585
39058,v1.8.0,17.2212,1585774,862.4,63.419215
39059,v1.8.0,14.2404,1587655,797.2,76.655429
39060,v1.8.0,40.353199999999994,1541721,1437.2,26.077
39061,v1.8.0,22.3748,1596802,1009.8,47.492609
39062,v1.8.0,17.814799999999998,1584690,899.4,63.604379
39063,v1.8.0,14.0544,1602835,814.6,76.498571
39064,v1.8.0,41.5914,1545867,1504.8,26.93971
39065,v1.8.0,22.2446,1597802,987.6,47.815217
39066,v1.8.0,16.9402,1602567,872.2,63.164706
39067,v1.8.0,13.6822,1593790,760,76.832857
39068,v1.8.0,39.4224,1551678,1471.2,26.844385
39069,v1.8.0,22.1982,1597679,994.4,46.856364
39070,v1.8.0,16.8632,1585774,864,62.888823
39071,v1.8.0,14.327,1587655,794,77.357429
39072,v1.8.0,40.194199999999995,1541721,1456.8,26.583038
39073,v1.8.0,22.3168,1596802,967.2,47.610672
39074,v1.8.0,17.7622,1584690,931.8,63.618889
39075,v1.8.0,14.109399999999999,1602835,790.6,76.323143
39076,v1.8.0,41.575,1545867,1510,26.743484
39077,v1.8.0,22.3498,1597802,958.2,47.298142
39078,v1.8.0,16.8648,1602567,863,63.582353
39079,v1.8.0,14.251,1593790,817,76.780953
39080,v1.8.0,39.417199999999994,1551678,1477,26.6545
39081,v1.8.0,22.206,1597679,1003.4,47.288182
39082,v1.8.0,17.3302,1585774,869,63.044575
39083,v1.8.0,14.2782,1587655,802.4,77.4
39084,v1.8.0,40.244,1541721,1481.2,26.5375
39085,v1.8.0,22.394599999999997,1596802,1004.8,47.744822
39086,v1.8.0,17.8908,1584690,889.2,63.208889
39087,v1.8.0,13.666,1602835,736.8,76.602857
39088,v1.8.0,40.959,1545867,1500.4,26.685366
39089,v1.8.0,22.2626,1597801.8,1017,47.790514
39090,v1.8.0,16.9396,1602567,872.2,63.083464
39091,v1.8.0,14.1778,1593790,799.8,76.944286
39092,v1.8.0,39.435,1551678,1453.6,26.408205
39093,v1.8.0,22.22,1597679,1005.6,47.145376
39094,v1.8.0,17.2378,1585774,856.2,63.721699
39095,v1.8.0,14.4118,1587655,846.8,76.558286
39096,v1.8.0,40.094199999999994,1541721,1453.6,26.9415
39097,v1.8.0,22.2868,1596802,1011.2,47.706205
39098,v1.8.0,17.8592,1584690,926.4,63.65
39099,v1.8.0,14.0226,1602835,822.4,76.495714
39100,v1.8.0,41.535,1545867,1533.6,26.522625
39101,v1.8.0,22.1758,1597802,1016.6,47.567984
39102,v1.8.0,16.9076,1602567,868,63.015074
39103,v1.8.0,14.268799999999999,1593790,815.2,76.806952
39104,v1.8.0,39.3762,1551678,1444.4,26.48359
39105,v1.8.0,22.218799999999998,1597679,1003.8,47.930474
39106,v1.8.0,17.2458,1585774,890.8,63.224379
39107,v1.8.0,14.4094,1587655,825.4,76.360857
39108,v1.8.0,40.180800000000005,1541721,1462,27.0785
39109,v1.8.0,22.328799999999998,1596802,1003.2,47.514704
39110,v1.8.0,17.7164,1584690,928.8,63.674967
39111,v1.8.0,14.0496,1602835,812.8,76.607143
39112,v1.8.0,41.482800000000005,1545867,1521.8,26.484576
39113,v1.8.0,22.203200000000002,1597802,1030,47.8217
39114,v1.8.0,16.783,1602567,858.4,63.320221
39115,v1.8.0,14.1564,1593790,788.4,76.879714
39116,v1.8.0,39.5954,1551678,1460.4,26.74241
39117,v1.8.0,22.2606,1597679,1004.6,47.909249
39118,v1.8.0,17.2942,1585774,873,63.237974
39119,v1.8.0,13.787799999999999,1587655,788,76.545714
39120,v1.8.0,39.5562,1541721,1419.2,26.234333
39121,v1.8.0,22.369400000000002,1596802,979.2,46.593162
39122,v1.8.0,17.8214,1584690,909.4,63.693333
39123,v1.8.0,14.160200000000001,1602835,824.8,76.496857
39124,v1.8.0,41.6216,1545867,1520.6,26.307514
39125,v1.8.0,22.307599999999997,1597802,1012.8,47.122016
39126,v1.8.0,16.505599999999998,1602567,829.6,62.032426
39127,v1.8.0,14.1134,1593790,823.2,77.062286
39128,v1.8.0,39.464800000000004,1551678,1449.8,26.841154
39129,v1.8.0,22.3134,1597679,993.4,47.52921
39130,v1.8.0,17.2072,1585774,868,63.70281
39131,v1.8.0,14.2988,1587655,790.6,77.121429
39132,v1.8.0,40.221,1541721,1499.8,27.0455
39133,v1.8.0,22.2126,1596802,996.4,48.016403
39134,v1.8.0,17.6878,1584690,905.2,63.626405
39135,v1.8.0,14.1226,1602835,812.8,76.153809
39136,v1.8.0,41.498599999999996,1545867,1520.6,27.063972
39137,v1.8.0,22.3588,1597802,1003.6,47.840514
39138,v1.8.0,16.9076,1602567,849.6,62.975662
39139,v1.8.0,14.2746,1593790,807.2,76.582762
39140,v1.8.0,39.302800000000005,1551678,1421.6,27.159269
39141,v1.8.0,22.189400000000003,1597679,1032,47.329405
39142,v1.8.0,17.290200000000002,1585774,891,63.384379
39143,v1.8.0,14.4156,1587655,828.8,76.173238
39144,v1.8.0,40.077400000000004,1541721,1432.2,26.367551
39145,v1.8.0,22.346400000000003,1596802,1003,47.225099
39146,v1.8.0,17.7662,1584690,912,63.311765
39147,v1.8.0,14.1044,1602835,783,76.727143
39148,v1.8.0,41.594800000000006,1545867,1503.2,26.801417
39149,v1.8.0,22.293,1597802,1004.8,47.434743
39150,v1.8.0,16.8768,1602567,865.4,63.522353
39151,v1.8.0,14.1986,1593790,837,77.148095
39152,v1.8.0,39.413199999999996,1551678,1453.2,26.582664
39153,v1.8.0,22.276799999999998,1597679,984,47.811779
39154,v1.8.0,17.2694,1585774,888,63.257843
39155,v1.8.0,13.8464,1587655,771,76.772857
39156,v1.8.0,40.2742,1541721,1470.4,26.518
39157,v1.8.0,22.3564,1596802,994,47.593636
39158,v1.8.0,17.2392,1584690,868.4,62.99281
39159,v1.8.0,14.062,1602835,803,76.824667
39160,v1.8.0,40.949400000000004,1545867,1502.8,26.231707
39161,v1.8.0,22.186,1597802,1005.8,47.609921
39162,v1.8.0,16.8968,1602567,867.2,62.328235
39163,v1.8.0,14.2096,1593790,810.2,76.981333
39164,v1.8.0,39.5516,1551678,1449.2,26.680679
39165,v1.8.0,22.234599999999997,1597679,998.8,47.462727
39166,v1.8.0,17.2392,1585774,873.2,63.229085
39167,v1.8.0,14.228,1587655,786.4,77.178286
39168,v1.8.0,60.7662,1626340,2213.2,26.563153
39169,v1.8.0,34.0562,1656559,1501.8,48.598574
39170,v1.8.0,25.8768,1662826,1367.8,66.848547
39171,v1.8.0,21.6292,1660911,1248.6,84.093463
39172,v1.8.0,59.478199999999994,1630300,2112.2,26.814638
39173,v1.8.0,33.543,1659905,1518.6,48.636078
39174,v1.8.0,26.112599999999997,1664334,1389.2,67.14
39175,v1.8.0,22.3048,1695429,1352,84.466601
39176,v1.8.0,60.223,1626002,2169,26.512333
39177,v1.8.0,33.6054,1658846,1514.6,48.35533
39178,v1.8.0,26.0488,1670179,1344,66.818831
39179,v1.8.0,22.0242,1706388,1311.6,84.234545
39180,v1.8.0,60.805,1626340,2168.6,26.585126
39181,v1.8.0,33.8804,1656559,1521.8,48.571123
39182,v1.8.0,25.8048,1662826,1359.8,66.796154
39183,v1.8.0,21.6928,1660911,1258.8,84.391818
39184,v1.8.0,58.9164,1630300,2119.8,26.02218
39185,v1.8.0,33.6382,1659905,1518.2,48.262674
39186,v1.8.0,26.1496,1664334,1368,67.146012
39187,v1.8.0,22.3978,1695429,1313.2,84.206245
39188,v1.8.0,59.5026,1626002,2152.4,26.099684
39189,v1.8.0,33.5946,1658846,1537.6,48.24754
39190,v1.8.0,26.1252,1670179,1355.8,67.001196
39191,v1.8.0,21.9976,1706388,1311.6,84.313597
39192,v1.8.0,60.852599999999995,1626340,2168.2,26.058825
39193,v1.8.0,33.947,1656559,1513.8,48.621729
39194,v1.8.0,25.624,1662826,1355.6,67.036154
39195,v1.8.0,21.675,1660911,1299.8,84.414199
39196,v1.8.0,59.589800000000004,1630300,2159,26.760153
39197,v1.8.0,33.658199999999994,1659905,1505,48.50697
39198,v1.8.0,25.572599999999998,1664334,1357.8,66.803231
39199,v1.8.0,22.337,1695429,1316.6,84.571502
39200,v1.8.0,60.2286,1626002,2205.6,26.627334
39201,v1.8.0,33.5122,1658846,1450.8,48.575276
39202,v1.8.0,25.4962,1670179,1332.4,66.511723
39203,v1.8.0,22.075200000000002,1706388,1335,84.273637
39204,v1.8.0,60.0002,1626340,2132.2,25.894017
39205,v1.8.0,33.9154,1656558.8,1496.8,48.784118
39206,v1.8.0,25.770799999999998,1662826,1378.6,66.832646
39207,v1.8.0,21.6648,1660911,1308,84.418398
39208,v1.8.0,59.505,1630300,2122,26.28339
39209,v1.8.0,33.706199999999995,1659905,1554.4,48.782941
39210,v1.8.0,26.1154,1664334,1387,67.117692
39211,v1.8.0,22.3738,1695429,1344,84.417391
39212,v1.8.0,60.3232,1626002,2153.8,26.501667
39213,v1.8.0,33.628,1658846,1525,48.395597
39214,v1.8.0,25.9972,1670179,1359.4,67.205138
39215,v1.8.0,22.083599999999997,1706388,1304.6,84.027905
39216,v1.8.0,60.723,1626340,2217,26.750809
39217,v1.8.0,33.9794,1656559,1483.4,48.715294
39218,v1.8.0,25.8334,1662826,1354,67.034615
39219,v1.8.0,21.6636,1660911,1256.4,84.15013
39220,v1.8.0,59.509,1630300,2161.4,26.226102
39221,v1.8.0,33.782,1659905,1517.4,48.512852
39222,v1.8.0,26.142599999999998,1664334,1344,66.92
39223,v1.8.0,22.3918,1695429,1325.8,84.427708
39224,v1.8.0,60.1308,1626002,2145.4,26.557
39225,v1.8.0,33.5658,1658846,1543.8,49.02
39226,v1.8.0,25.456599999999998,1670179,1327.6,66.889415
39227,v1.8.0,21.386,1706388,1263.6,84.263636
39228,v1.8.0,60.1356,1626340,2171.6,26.168334
39229,v1.8.0,34.0846,1656559,1535.8,48.827647
39230,v1.8.0,25.8326,1662826,1371.4,66.888462
39231,v1.8.0,21.6678,1660911,1259.8,84.210952
39232,v1.8.0,58.6992,1630300,2080.4,25.599007
39233,v1.8.0,33.617599999999996,1659905,1506.4,48.98779
39234,v1.8.0,25.523400000000002,1664333.8,1356.6,66.869231
39235,v1.8.0,22.4038,1695429,1340.6,84.287826
39236,v1.8.0,60.2684,1626002,2124.2,26.684333
39237,v1.8.0,33.58,1658846,1540,48.793939
39238,v1.8.0,26.0386,1670179,1351.2,67.066923
39239,v1.8.0,22.0044,1706388,1321.8,84.195974
39240,v1.8.0,60.721599999999995,1626340,2146.2,26.730432
39241,v1.8.0,33.4328,1656559,1492.8,48.102103
39242,v1.8.0,25.211,1662826,1299.4,66.564
39243,v1.8.0,21.570400000000003,1660911,1258.2,84.497922
39244,v1.8.0,59.528,1630300,2149.6,26.736667
39245,v1.8.0,33.7458,1659905,1538.4,48.929412
39246,v1.8.0,26.1296,1664334,1337.4,67.065071
39247,v1.8.0,22.3304,1695429,1313.8,84.381858
39248,v1.8.0,60.2384,1626002,2213,26.430274
39249,v1.8.0,33.565,1658846,1485.8,48.902727
39250,v1.8.0,26.0924,1670179,1357.6,67.17
39251,v1.8.0,22.0502,1706388,1307.2,84.237273
39252,v1.8.0,60.6892,1626340,2204.8,26.410497
39253,v1.8.0,34.0114,1656559,1512.8,48.783743
39254,v1.8.0,25.7488,1662826,1354.6,66.925046
39255,v1.8.0,21.7658,1660911,1284.8,84.257273
39256,v1.8.0,59.2896,1630300,2125.4,26.725763
39257,v1.8.0,33.664,1659905,1532,48.914706
39258,v1.8.0,26.1432,1664334,1346,67.03886
39259,v1.8.0,22.307599999999997,1695429,1344.8,84.500672
39260,v1.8.0,60.2082,1626002,2121.4,26.736
39261,v1.8.0,33.56,1658846,1514.4,48.615276
39262,v1.8.0,26.0222,1670179,1377.4,67.287692
39263,v1.8.0,22.061799999999998,1706388,1335.2,84.245731
39264,v1.8.0,60.726800000000004,1626340,2159.8,26.785831
39265,v1.8.0,33.936,1656559,1509.2,48.942353
39266,v1.8.0,25.8612,1662826,1405.2,66.651261
39267,v1.8.0,21.6524,1660911,1267.6,84.367532
39268,v1.8.0,59.5814,1630300,2140,26.780627
39269,v1.8.0,33.7576,1659905,1509.4,48.515027
39270,v1.8.0,25.5006,1664334,1300.4,66.857446
39271,v1.8.0,22.2784,1695429,1356,84.556561
39272,v1.8.0,60.0406,1626002,2161.4,26.636667
39273,v1.8.0,33.6174,1658846,1524.4,48.87
39274,v1.8.0,26.0804,1670179,1348.6,67.133846
39275,v1.8.0,22.004,1706388,1324.6,84.362727
39276,v1.8.0,60.978,1626340,2194.2,26.775738
39277,v1.8.0,33.9288,1656559,1542.2,48.7259
39278,v1.8.0,25.8042,1662826,1334.4,67.036923
39279,v1.8.0,21.689799999999998,1660911,1271.4,84.378182
39280,v1.8.0,59.492599999999996,1630300,2160.2,26.700237
39281,v1.8.0,33.5952,1659905,1484.2,48.765009
39282,v1.8.0,26.099,1664334,1350,67.140769
39283,v1.8.0,22.3442,1695429,1309.2,84.642095
39284,v1.8.0,60.3694,1626002,2159.8,26.412667
39285,v1.8.0,33.5502,1658846,1510.8,48.858824
39286,v1.8.0,26.020799999999998,1670179,1355.6,67.015385
39287,v1.8.0,22.0924,1706388,1337,83.984901
39288,v1.8.0,60.7142,1626340,2187,26.374831
39289,v1.8.0,33.9304,1656559,1522,48.594706
